,Decade,Year,Country,Area,Location,Injury,Fatal (Y/N)
5478,1900,1906.0,AUSTRALIA,Victoria,Western Port Bay,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,N
5479,1900,1906.0,AUSTRALIA,Queensland,Lizard Island,FATAL,Y
5480,1900,1906.0,INDONESIA,,40 miles from Tahane Island,FATAL x 2,Y
5483,1900,1906.0,AUSTRALIA,New South Wales,Georges River,FATAL,Y
5484,1900,1906.0,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban","FATAL, hips & thigh bitten ",Y
5485,1900,1905.0,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban","FATAL, left torso, buttocks, thigh & foot bitten ",Y
5487,1900,1905.0,AUSTRALIA,New South Wales,"Waverly, Sydney",FATAL. Shark involvement suspected but not confirmed,Y
5488,1900,1905.0,USA,Florida,"Fort Pierce, St Lucie County",Lacerations to leg from hooked shark PROVOKED INCIDENT,N
5490,1900,1905.0,USA,New Jersey,"Atlantic City, Atlantic County",3 toes of right foot were severed,N
5491,1900,1905.0,PHILIPPINES,Luzon Island,Manila Bay,Leg bitten,N
5492,1900,1905.0,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",Body not recovered FATAL,Y
5494,1900,1905.0,INDONESIA, Nusa Tenggara,Off Rakit Island,FATAL,Y
5495,1900,1905.0,USA,North Carolina,"Ocracoke, Hyde County",FATAL,Y
5496,1900,1905.0,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Lacerations to back & right leg,N
5497,1900,1905.0,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban","FATAL, thigh bitten, femoral artery severed  ",Y
5498,1900,1905.0,AUSTRALIA,New South Wales,Lismore,Righ thigh severely bitten,N
5502,1900,1905.0,USA,North Carolina,"Cape Lookout, Carteret County","No injury, shark bumped skiff",N
5503,1900,1904.0,PHILIPPINES,Luzon Island,"Inner Harbor, Olongapo",Foot bitten,N
5505,1900,1904.0,CUBA,Havana Province,Havana Harbor,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y
5506,1900,1904.0,CUBA,Villa Clara Province,Caibarien Harbor,"FATAL, shark pulled them off hull of boat  ",Y
5507,1900,1904.0,USA,New Jersey,"Shrewsbury River,  Monmouth County",No injury,N
5508,1900,1904.0,USA,Texas,,"FATAL, body not recovered",Y
5509,1900,1904.0,ITALY,Ancona Province,Ancona,FATAL x 4. Afterwards metal mesh nets were installed,Y
5510,1900,1904.0,AUSTRALIA,Queensland,Brisbane,FATAL,Y
5511,1900,1904.0,NEW ZEALAND,North Island,Waitara,FATAL,Y
5512,1900,1904.0,NEW CALEDONIA,South Province,Noumea,FATAL,Y
5515,1900,1904.0,PHILIPPINES,Quezon,Tayabas,Left arm bitten,N
5516,1900,1904.0,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu","FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",Y
5517,1900,1903.0,CUBA,Havana Province,Havana Harbor,FATAL,Y
5518,1900,1903.0,USA,New Jersey,"Atlantic City, Atlantic County",Lacerations to right arm & shoulder,N
5520,1900,1903.0,AUSTRALIA,New South Wales,Georges River,FATAL,Y
5521,1900,1903.0,MEXICO,Veracruz,Coatzacoalcos,FATAL x 3,Y
5522,1900,1903.0,AUSTRALIA,New South Wales,Sydney,Jumped off cliff,Y
5523,1900,1903.0,AUSTRALIA,Queensland,Logan River,FATAL,Y
5524,1900,1903.0,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",FATAL,Y
5526,1900,1903.0,USA,Hawaii,"Koko Head, south side of O'ahu Island","FATAL, remains (foot) recovered from shark 2 days later",Y
5528,1900,1902.0,AUSTRALIA,New South Wales,"Middle Harbour, Sydney ",FATAL,Y
5529,1900,1902.0,USA,Texas,"Near Port Lavaca, Calhoun County",Severe laceration to hand,N
5530,1900,1902.0,ITALY,Calabria,Nicotera,FATAL,Y
5531,1900,1902.0,CROATIA,Istria County,Porec,"No injury to occupants, shark grabbed anchor rope & towed boat",N
5532,1900,1902.0,USA,Hawaii,"Kalihi, O'ahu","FATAL, both arms severed  ",Y
5533,1900,1902.0,ITALY,Liguria,"Galliera dock, Genoa",Face & arms injured by hooked shark PROVOKED INCIDENT ,N
5534,1900,1902.0,USA,New Jersey,"Atlantic City, Atlantic County",Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N
5535,1900,1902.0,PHILIPPINES,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island","""Nose hanging by a threat, prints of shark's teeth over entire right cheek""",N
5536,1900,1902.0,EGYPT,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",Bitten on hand and thigh,N
5538,1900,1902.0,NEW ZEALAND,North Island,Poverty Bay,"No injury, hooked shark bit tousers. PROVOKED INCIDENT",N
5539,1900,1902.0,AUSTRALIA,New South Wales,Kerosene Bay,FATAL,Y
5541,1900,1902.0,AUSTRALIA,Queensland,Brisbane,Legs bitten,N
5542,1900,1901.0,AUSTRALIA,Queensland,Brisbane,Lacerations to torso & thigh,N
5543,1900,1901.0,PHILIPPINES,Zamboanga del Sur Province, Port Isabela de Basilan,Right thigh bitten ,N
5545,1900,1901.0,SOUTH AFRICA,Western Cape Province,Windmill Beach,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y
5548,1900,1901.0,PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo","Left thigh stripped of flesh 4"" above the knee ",N
5549,1900,1901.0,AUSTRALIA,Queensland,Brisbane,"Thigh bitten, FATAL",Y
5550,1900,1901.0,USA,Florida,Indian River Inlet / Fort Pierce Inlet,Abdomen bitten,N
5551,1900,1900.0,AUSTRALIA,New South Wales,"Middle Harbour, Sydney ",FATAL,Y
5552,1900,1900.0,SOUTH AFRICA,Western Cape Province,Three Anchor Bay,"FATAL, legs severed",Y
5554,1900,1900.0,AUSTRALIA,Queensland,Townsville,Laceration to right leg,N
5555,1900,1900.0,USA,Rhode Island,Coddington Cove,No injury,UNKNOWN
5556,1900,1900.0,USA,Hawaii,"Waikiki Beach, Oahu","Bathing suit torn & ""imprints of the shark's teeth on his body""",N
5557,1900,1900.0,USA,North Carolina,"Southport, Brunswick County",Left hand lacerated,N
5558,1900,1900.0,CROATIA, Primorje-Gorski Kotar County,"Volosko, Opatija",FATAL,Y
5560,1900,1900.0,USA,Connecticut,"Bridgeport, Fairfield County","No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N
5561,1900,1900.0,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",Right posterior thigh bitten,N
5562,1900,1900.0,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",Severe abrasion when shark swam between his legs,N
5563,1900,1900.0,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Leg severed,N
5564,1890,1899.0,AUSTRALIA,Queensland,Tingalpa Creek,bite to lower leg,N
5565,1890,1899.0,PHILIPPINES,Mindoro Occidental,Off Lubang Island,FATAL,Y
5566,1890,1899.0,AUSTRALIA,Victoria,"Governor's Reef, Port Phillip Bay","No injury to occupants, shark bit boat",N
5569,1890,1899.0,MEXICO,Tamaulipas,Tampico,FATAL,Y
5570,1890,1899.0,USA,California,"Monterey Bay, Monterey County","FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y
5571,1890,1899.0,USA,Florida,"Trout River, Panama Park",FATAL,Y
5574,1890,1899.0,EGYPT,Mediterranean Sea,Port Said,Left leg bitten,N
5575,1890,1899.0,BAHAMAS,,,FATAL,Y
5576,1890,1899.0,ITALY,Calabria,Bagnara Calabra,Multiple injuries from boated shark PROVOKED INCIDENT,N
5579,1890,1899.0,ITALY,Imperia Province,Bordighera,FATAL,Y
5581,1890,1899.0,SOUTH AFRICA,KwaZulu-Natal,Durban,Foot severed ,N
5582,1890,1899.0,USA,Florida,St. John's River,No injury to occupants. shark bit oar,N
5583,1890,1899.0,USA,Florida,Near a small wreck in a channel at Indian Key,Leg bitten,N
5584,1890,1898.0,AUSTRALIA,Queensland,The Narrows,FATAL,Y
5585,1890,1898.0,USA,Hawaii,Off Kohala,FATAL,Y
5589,1890,1898.0,USA,New York,"Prince's Bay, Staten Island",Laceration to thigh,N
5593,1890,1898.0,CUBA,Santiago de Cuba Province,Santiago de Cuba,FATAL,Y
5594,1890,1898.0,NEW CALEDONIA,South Province,Noumea,FATAL,Y
5595,1890,1898.0,FIJI,Muala,,Lacerations to thigh,N
5598,1890,1898.0,USA,South Carolina,Ramshorn Creek,Lacerations to left hand,N
5599,1890,1898.0,CUBA,Santiago de Cuba Province,Off Santiago de Cuba,"FATAL, 7 survived but 6 were taken by sharks",Y
5600,1890,1898.0,JAMAICA,Kingston Parish,Kingston Harbor,"Hand lacerated, 2 fingers severed",N
5601,1890,1898.0,CUBA,Camaguey Province,Nuevitas Harbor,"FATAL, 4 were killed by sharks, 1 survived",Y
5602,1890,1898.0,USA,Florida,"a creek near Jacksonville, Duval County",Lacerations,N
5604,1890,1898.0,USA,Hawaii,,FATAL,Y
5605,1890,1897.0,USA,East coast,,Hooked shark bit his leg PROVOKED INCIDENT,N
5608,1890,1897.0,USA,Rhode Island,Point Judith,Lacerations to hand by netted shark PROVOKED INCIDENT,N
5609,1890,1897.0,USA,South Carolina,"Elliott Cut, Charleston County",Lacerations to lower leg,N
5610,1890,1897.0,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",FATAL,Y
5613,1890,1897.0,USA,Massachusetts,30 miles south of Lynn,FATAL,Y
5614,1890,1897.0,NEW ZEALAND,,,Lacerations to left arm,N
5615,1890,1897.0,EGYPT,Mediterranean Sea,Port Said,No details,UNKNOWN
5616,1890,1896.0,AUSTRALIA,Victoria,Hobson's Bay,No injury to occupants. Shark bit boat several times,N
5617,1890,1896.0,NEW ZEALAND,North Island,"Marine Parade, Napier, Hawke Bay","FATAL, left arm severed at elbow,  right arm at wrist ",Y
5618,1890,1896.0,NEW ZEALAND,South Island,Hoiktika,FATAL,Y
5619,1890,1896.0,AUSTRALIA,Western Australia,Albany,FATAL,Y
5620,1890,1896.0,AUSTRALIA,Western Australia,Esperance,FATAL,Y
5622,1890,1896.0,USA,Hawaii,"Kahului, Maui",FATAL,Y
5623,1890,1896.0,USA,South Carolina,Charleston,Lacerations to foot and calf,N
5624,1890,1896.0,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",FATAL,Y
5625,1890,1896.0,USA,Florida,,FATAL,Y
5627,1890,1895.0,AUSTRALIA,New South Wales,"West Balmain, Sydney",FATAL,Y
5629,1890,1895.0,AUSTRALIA,New South Wales,Jervis Bay ,FATAL,Y
5632,1890,1895.0,USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County","No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N
5633,1890,1895.0,USA,Rhode Island,Noyes Beach,FATAL,Y
5634,1890,1895.0,USA,New Jersey,Raritan Bay,Arm bitten,N
5635,1890,1895.0,JAPAN,,,FATAL,Y
5637,1890,1895.0,AUSTRALIA,Western Australia,Barrow Passage,FATAL,Y
5638,1890,1895.0,BAHAMAS,Bimini Islands,Off Gun Cay,Heel bitten,N
5639,1890,1895.0,NEW ZEALAND,South Island,Preservation Inlet,FATAL       Thigh bitten,Y
5640,1890,1895.0,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River,"FATAL, right arm lacerated ",Y
5641,1890,1895.0,NEW ZEALAND,South Island,Oamaru,Lacerations to foot,N
5642,1890,1895.0,INDONESIA,Moluccas,South Aroo Island,FATAL,Y
5643,1890,1895.0,AUSTRALIA,Queensland,Burnett River,Lower leg & foot bitten,N
5644,1890,1895.0,AUSTRALIA,New South Wales,Sydney Harbor,FATAL,Y
5645,1890,1895.0,PANAMA,Bocas del Toro,,FATAL,Y
5646,1890,1895.0,AUSTRALIA,Western Australia,"Dampier's Creek, Broome",No injury to occupants of boat,N
5647,1890,1894.0,USA,Florida,"North Beach, St. Augustine",Left leg bitten PROVOKED INCIDENT,N
5648,1890,1894.0,AUSTRALIA,New South Wales,Newcastle ,"""Lost his arm""",N
5649,1890,1894.0,USA,Alabama,Mobile Bay,FATAL,Y
5650,1890,1894.0,USA,Virginia,Norfolk,Lacerations to leg,N
5651,1890,1894.0,FIJI,Vita Levu,Rewa River,Foot severed,N
5652,1890,1894.0,USA,Texas,Rockport,Laceration to calf  PROVOKED INCIDENT,N
5653,1890,1894.0,USA,New York,"Woolsey's Point, East River",No injury,UNKNOWN
5654,1890,1894.0,USA,Florida,"Jacksonville, Duval County",Lacerations to thigh,N
5656,1890,1894.0,USA,Florida,Anastasia Island,"""Painfully injured"" but no details",UNKNOWN
5657,1890,1894.0,SOUTH AFRICA,Western Cape Province,Simons Town,FATAL,Y
5658,1890,1894.0,USA,North Carolina,"New Bern, Craven County",Right leg bitten,N
5659,1890,1894.0,MEXICO,Bay of Campeche,,FATAL ,Y
5662,1890,1893.0,INDIA,Bay of Bengal,Madras Harbor,FATAL,Y
5664,1890,1893.0,PHILIPPINES,Luzon Island,Off Manila,FATAL,Y
5667,1890,1893.0,FIJI,,Between Kadavu & Beqa,FATAL,Y
5668,1890,1893.0,CUBA,Havana Province,Havana Harbor,FATAL,Y
5670,1890,1893.0,AUSTRALIA,Queensland,Torres Strait,Leg bitten,N
5672,1890,1893.0,NEW ZEALAND,South Island?,Downs River,FATAL,Y
5673,1890,1893.0,FRENCH POLYNESIA,,One week out of Pápete,FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila,Y
5674,1890,1893.0,EGYPT,Mediterranean Sea,Port Said,No details,UNKNOWN
5675,1890,1892.0,ATLANTIC OCEAN,,,FATAL,Y
5676,1890,1892.0,AUSTRALIA,Norfolk Island,,Laceration to arm,N
5677,1890,1892.0,AUSTRALIA,Queensland,"Wellington Point, Brisbane",Abrasions to left leg,N
5678,1890,1892.0,USA,Texas,Velasco,Hand bitten,N
5680,1890,1892.0,CUBA,Havana Province,Havana Harbor,FATAL,Y
5681,1890,1892.0,NEW ZEALAND,North Island,Rockhampton,Minor injury to leg,N
5682,1890,1892.0,BAHAMAS,Out Islands,,"FATAL, leg severed",Y
5683,1890,1892.0,PACIFIC OCEAN,,,6 or 8 of the would-be rescuers were shot & the rest were killed by sharks,Y
5684,1890,1892.0,AUSTRALIA,New South Wales,Lake Macquarie,Lacerations to calf by netted shark PROVOKED INCIDENT,N
5685,1890,1892.0,AUSTRALIA,Torres Strait,Badu Island,FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT,Y
5686,1890,1891.0,AUSTRALIA,New South Wales,,Foot severed,N
5687,1890,1891.0,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",Hand bitten,N
5691,1890,1891.0,USA,New Jersey,"Off Longport, Atlantic County","Survived, PROVOKED INCIDENT",N
5694,1890,1891.0,JAMAICA,Kingston Parish,Port Royal Harbour,FATAL,Y
5697,1890,1890.0,ATLANTIC OCEAN,,,FATAL,Y
5698,1890,1890.0,USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N
5699,1890,1890.0,USA,Connecticut,"Bridgeport, Fairfield County",Severe lacerations to left arm.,N
5701,1890,1890.0,CROATIA,,Fiume,Legs severed ,N
5703,1890,1890.0,EGYPT,,Port Said,FATAL,Y
5707,1890,1890.0,AUSTRALIA,Tasmania,Derwent River (empties into the sea at Hobart),Knee bitten,N
5708,1890,1890.0,INDIA,Tamil Nadu,Tuticorin,No details,UNKNOWN
5709,1890,1890.0,INDIA,Tamil Nadu,Tuticorin,No details,UNKNOWN
5710,1890,1890.0,NEW ZEALAND,North Island,"Lampton Harbour, Wellington",FATAL,Y
5711,1890,1890.0,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,"FATAL, leg bitten, foot partly severed ",Y
5713,1880,1889.0,AUSTRALIA,Queensland,Bowen,FATAL,Y
5715,1880,1889.0,INDIA,Tamil Nadu,Madras,FATAL,Y
5716,1880,1889.0,USA,Florida,"Fernandina, Nassau County","FATAL, calf bitten",Y
5717,1880,1889.0,USA,Texas,West Bay near Galveston ,Leg bitten,N
5718,1880,1889.0,AUSTRALIA,Victoria,Port Phillip,FATAL ,Y
5719,1880,1889.0,USA,Florida,Hillsborough Bay,No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT,N
5722,1880,1888.0,AUSTRALIA,New South Wales,"Iron Cove Bridge, Sydney (Estuary)",FATAL,Y
5723,1880,1888.0,AUSTRALIA,New South Wales,"Hawkesbury Bridge, Sydney",FATAL,Y
5724,1880,1888.0,CROATIA, Primorje-Gorski Kotar County,Rijeka,Human remains found in shark,Y
5726,1880,1888.0,USA,New York,,No injury to occupants. Shark beat away with oar,N
5728,1880,1888.0,INDIA,Gujarat,Cutch Coast,"FATAL, only 1 of her crew of 7 survived",Y
5730,1880,1888.0,AUSTRALIA,Victoria,Port Melbourne,"No injury to occupants, shark holed boat",N
5732,1880,1888.0,NEW ZEALAND,South Island,Oamaru,"Arm severely lacerated, surgically amputated",N
5733,1880,1888.0,AUSTRALIA,New South Wales,Sydney Harbor,"Shark bit boat, but no injury to occupant who swam ashore",N
5734,1880,1888.0,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River mouth,FATAL,Y
5737,1880,1887.0,AUSTRALIA,New South Wales,"Ryde, Sydney (Estuary)",FATAL,Y
5738,1880,1887.0,USA,Florida,"Between Lake Worth & Biscayne Bay, near Hillsboro",FATAL,Y
5739,1880,1887.0,BAHAMAS,,,FATAL,Y
5740,1880,1887.0,ITALY,,Trieste,Leg injured,N
5743,1880,1887.0,AUSTRALIA,South Australia,Black Point,No injury to occupants,N
5744,1880,1887.0,NEW ZEALAND,North Island,Kaipara,FATAL,Y
5745,1880,1887.0,SOUTH AFRICA,Western Cape Province,Blaauwberg,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",N
5746,1880,1887.0,BRAZIL,Alagoas,Maceió,FATAL,Y
5747,1880,1887.0,SOUTH AFRICA,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea","FATAL, flesh removed hip to knee, calf & heel bitten ",Y
5749,1880,1886.0,USA, New Jersey,"Shrewsbury River, Highlands, Monmouth County","Shark attacked boat, shark killed & towed to shore",N
5750,1880,1886.0,USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County","No injury, sharks ripped net & bit boat PROVOKED INCIDENT",N
5751,1880,1886.0,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County","No injury. They were chased by three sharks, one of which rammed their boat",N
5752,1880,1886.0,AUSTRALIA,Queensland,Off Bribie Heads,FATAL,Y
5754,1880,1886.0,NEW CALEDONIA,South Province,Noumea,FATAL,Y
5755,1880,1886.0,AUSTRALIA,Queensland,Rothesay Bay,Wrist bitten,N
5759,1880,1886.0,AUSTRALIA,Victoria,Mordialloc,"No injury to occupants, shark shook boat ""stem to stern""",N
5760,1880,1886.0,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth","Chest & buttocks bitten, left leg severed at knee",N
5761,1880,1886.0,AUSTRALIA,Queensland,,Foot bitten,N
5762,1880,1886.0,SOUTH AFRICA,Western Cape Province,Groot River,FATAL. Partial remains washed ashore the next day,Y
5763,1880,1886.0,AUSTRALIA,New South Wales,Sydney Harbor,Leg severed,N
5764,1880,1885.0,AUSTRALIA,Queensland,Brisbane ,"No injury to occupant, shark bit off section of the boat's rudder",N
5765,1880,1885.0,AUSTRALIA,Western Australia,Bunbury,Laceration to calf,N
5766,1880,1885.0,ATLANTIC OCEAN,,,FATAL,Y
5767,1880,1885.0,USA,Hawaii,Kau District,Left arm severed,N
5768,1880,1885.0,USA,Hawaii,Kau District,Laceration to torso,N
5769,1880,1885.0,USA,Hawaii,Kau District,FATAL,Y
5771,1880,1885.0,NEW ZEALAND,North Island,Auckland,Lacerations to lower leg,N
5772,1880,1885.0,SOUTH AFRICA,KwaZulu-Natal,Kokstad District,"No injury to occupant, rammed oar in shark's mouth and it bit the oar ",N
5773,1880,1884.0,AUSTRALIA,South Australia,Port Phillip,"Cause of death most likely drowning, remains recovered in shark",Y
5775,1880,1884.0,USA,New Jersey,"Bayonne, Hudson County",Hand bitten,N
5777,1880,1884.0,BRAZIL,,Bahia,FATAL,Y
5778,1880,1884.0,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",FATAL,Y
5779,1880,1884.0,AUSTRALIA,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide",FATAL,Y
5780,1880,1883.0,AUSTRALIA,New South Wales,Parramatta River,FATAL,Y
5781,1880,1883.0,USA,Texas,Brazos,FATAL,Y
5783,1880,1883.0,USA,East coast,,FATAL,Y
5784,1880,1883.0,AUSTRALIA,Tasmania,Between Port Arthur Penal Colony & Forestier Peninsula,FATAL,Y
5786,1880,1883.0,AUSTRALIA,Northern Territory,the pearling beds,Arm severed,N
5787,1880,1883.0,AUSTRALIA,Northern Territory,the pearling beds,FATAL,Y
5788,1880,1883.0,AUSTRALIA,New South Wales,"Iron Cove, Sydney",FATAL,Y
5789,1880,1883.0,PACIFIC OCEAN,,,"FATAL, remains recovered from 2 sharks",Y
5790,1880,1883.0,USA,Florida,"Fort Pickens, Escambia County",FATAL,Y
5792,1880,1883.0,USA,South Carolina,,FATAL,Y
5793,1880,1882.0,NEW ZEALAND,South Island,New Brighton,Hand severely nipped PROVOKED INCIDENT ,N
5794,1880,1882.0,NEW ZEALAND,North Island,"Tararu, Thames",Sole of foot bitten,N
5795,1880,1882.0,NEW ZEALAND,North Island,"Tararu, Thames",Lacerations to thigh,N
5796,1880,1882.0,JAPAN,,,Lacerations to elbows &  knees,N
5797,1880,1882.0,AUSTRALIA,New South Wales,Millers Point,Laceration to calf,N
5798,1880,1882.0,AUSTRALIA,,,FATAL      Torso bitten,Y
5799,1880,1882.0,AUSTRALIA,New South Wales,Lake Macquarie,FATAL,Y
5800,1880,1882.0,AUSTRALIA,,,FATAL                       Thigh bitten,Y
5801,1880,1882.0,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",FATAL,Y
5802,1880,1882.0,ATLANTIC OCEAN,,,FATAL,Y
5803,1880,1882.0,USA,Florida,"In the bay near the naval yard at Pensacola, Escambia County","No injury, sack rammed by shark & shark  harassed him when he surfaced",N
5804,1880,1882.0,AUSTRALIA,Queensland,Maryborough,Survived,N
5807,1880,1881.0,USA,North Carolina,"Elizabeth City, Pasquotank County  ","FATAL, possible post-mortem bites",Y
5809,1880,1881.0,USA,Rhode Island,Providence,"No injury, overalls ripped by shark",N
5811,1880,1881.0,USA,Alabama,Mobile Bay,FATAL,Y
5812,1880,1881.0,INDIA,,"At Panihattu, Barrackpore, Dackhineshwar, Barahonagore, Kashipur & Chitpur down to Baug Bazar ghats","""More than 20 persons severely bitten by sharks this year. Almost all were fatal""",Y
5813,1880,1881.0,ITALY,Sicily,Stretto di Messina,Non-Fatal,N
5814,1880,1880.0,AUSTRALIA,Queensland,"Petrie Bight, Brisbane River","Feet bitten, surgically amputated FATAL",Y
5815,1880,1880.0,AUSTRALIA,New South Wales,Bermagui,"Disappeared, thought to have murdered or drowned or  taken by a sharks after entrails washed ashore",Y
